movie_id,avg_sentiment_score,num_reviews,normalized_sentiment
tt20859920,0.9367419,50,0.92503935
tt20863294,0.8390781,24,0.8065099
tt2092588,0.9293826,32,0.9161078
tt2096673,0.8454999,54,0.81430364
tt2098220,0.9259642,58,0.911959
tt2100976,0.89896065,57,0.8791862
tt21056886,0.93677646,56,0.9250813
tt2106476,0.8985981,122,0.8787462
tt21066182,0.9337038,59,0.92135215
tt21097228,0.8086257,58,0.7695514
tt21106646,0.3735956,65,0.24157785
tt21109170,0.76872176,19,0.721122
tt2119532,0.90372026,66,0.88496274
tt21209876,0.89910823,56,0.8793653
tt2172954,0.78543204,55,0.74140245
tt21815562,0.7254749,58,0.66863555
tt21906238,0.91111755,54,0.89394045
tt2194499,0.9036077,50,0.8848261
tt2222042,0.832058,55,0.79798996
tt22248376,0.9406629,55,0.9297981
tt2244495,0.8448843,55,0.81355655
tt2250912,0.8245699,70,0.788902
tt2267998,0.9052863,62,0.88686335
tt2278388,0.8722928,68,0.84682083
tt2297757,0.9104689,57,0.8931532
tt2303687,0.91657466,57,0.9005634
tt2310109,0.7819544,14,0.7371818
tt2356777,0.87777823,56,0.8534782
tt2380307,0.91367626,114,0.8970458
tt2382320,0.81990296,60,0.783238
tt23849204,0.9331207,116,0.9206445
tt23865918,0.76528937,53,0.7169563
tt2395695,0.92439866,53,0.91005903
tt2401256,0.9195479,61,0.90417194
tt2403029,0.43210256,58,0.31258473
tt2442560,0.9253481,57,0.9112113
tt2465146,0.618103,54,0.5383239
tt2467046,0.401299,64,0.27520004
tt2560140,0.98266995,52,0.9807799
tt2571774,0.87443316,23,0.84941846
tt2574698,0.27479285,51,0.121666074
tt2575988,0.9439734,52,0.9338159
tt2582802,0.865223,134,0.83824056
tt26443616,0.6810368,58,0.6147033
tt26471411,0.91628945,53,0.9002173
tt26548265,0.94487387,54,0.93490875
tt26581740,0.7733289,54,0.7267135
tt26657236,0.72623163,56,0.66955394
tt26766517,0.8817336,9,0.85827863
tt2701582,0.9209821,30,0.9059125
tt27047903,0.6377003,58,0.5621081
tt2704998,0.80500823,53,0.76516104
tt2707408,0.92996514,55,0.91681474
tt2708254,0.7846742,25,0.7404827
tt2709768,0.78481674,51,0.74065566
tt27131358,0.8037749,66,0.7636642
tt27331527,0.76617426,52,0.7180303
tt27444205,0.9075049,64,0.88955593
tt27446493,0.9533091,69,0.94514614
tt27497448,0.85584444,57,0.8268583
tt27543632,0.7838498,52,0.7394821
tt27552099,0.72489107,55,0.66792697
tt27557289,0.6935223,54,0.6298563
tt27564844,0.5208052,56,0.4202385
tt27610198,0.9234796,54,0.90894365
tt27613895,0.71660805,52,0.6578743
tt27681354,0.46622851,53,0.35400164
tt27792190,0.8412642,61,0.80916303
tt2788316,0.9252684,54,0.9111146
tt2802850,0.8803103,58,0.85655123
tt28118211,0.7062663,52,0.64532304
tt28230655,0.90150756,50,0.88227725
tt2861424,0.8878266,55,0.8656734
tt28650488,0.6869308,58,0.6218566
tt29552248,0.92060333,51,0.90545285
tt29567915,0.8461589,53,0.81510353
tt29623480,0.8703757,56,0.84449416
tt2980516,0.8471511,53,0.81630766
tt3006802,0.8662954,57,0.8395421
tt3011894,0.9301783,53,0.9170734
tt30144839,0.7785167,57,0.73300964
tt30263074,0.95826095,55,0.95115596
tt3032476,0.94137007,57,0.9306564
tt30343126,0.8863718,21,0.86390775
tt30413898,0.7887849,58,0.74547166
tt30447822,0.35212553,39,0.21552074
tt30459041,0.82069594,53,0.7842004
tt30460310,0.94028956,53,0.92934495
tt30472557,0.9150994,53,0.89877295
tt30825738,0.75406563,53,0.7033346
tt30826447,0.8247874,50,0.789166
tt30827810,0.705388,52,0.6442571
tt30851137,0.6235818,58,0.5449732
tt31036941,0.5869771,72,0.50054795
tt31137273,0.86872214,55,0.84248734
tt31189814,0.6899606,55,0.6255337
tt31193180,0.7988036,53,0.7576308
tt31195136,0.6432746,53,0.5688733
tt3138104,0.38218895,60,0.25200716
tt31434030,0.729773,64,0.6738519
tt31514146,0.96769464,116,0.9626051
tt31567422,0.65195847,69,0.57941246
tt31589662,0.78244555,56,0.7377779
tt31631015,0.78862053,13,0.74527216
tt3170832,0.89429635,62,0.8735254
tt31938062,0.9514537,58,0.9428943
tt32093575,0.42936897,60,0.3092671
tt3212600,0.92595816,55,0.9119517
tt32129938,0.8349752,6,0.80153036
tt32140872,0.73901886,56,0.68507314
tt32141377,0.8660301,57,0.8392201
tt32267691,0.8539232,47,0.8245266
tt32298956,0.6629225,4,0.59271896
tt3230854,0.9105313,60,0.8932289
tt32321317,0.79395396,69,0.75174505
tt32357218,0.79291064,56,0.7504788
tt32389930,0.79542375,39,0.75352883
tt32420734,0.7411176,60,0.6876203
tt32430579,0.8368353,53,0.80378795
